title,placeUrl,website,rating,reviewCount,address,phoneNumber,email,company,city,personal_opener,subject_1,subject_2,subject_3,email_1,followup_1,followup_2,segment
SKARITZ Hotel & Residence,https://www.google.com/maps/place/SKARITZ+Hotel+%26+Residence/data=!4m10!3m9!1s0x476c895cd9c866a9:0x692ce03dbd91080e!5m2!4m1!1i2!8m2!3d48.1441245!4d17.1067861!16s%2Fg%2F1tczz9ld!19sChIJqWbI2VyJbEcRDgiRvT3gLGk,http://www.skaritz.com/,4.6,516.0,"Michalská 382, 811 01 Bratislava, Slovakia",+421 2/592 097 70,,SKARITZ Hotel & Residence,Bratislava,"Všimol som si SKARITZ Hotel & Residence v Bratislava – máte hodnotenie 4.6 (516 recenzií), pekný signál, že máte dobrý servis.",SKARITZ Hotel & Residence: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v SKARITZ Hotel & Residence,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si SKARITZ Hotel & Residence v Bratislava – máte hodnotenie 4.6 (516 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre SKARITZ Hotel & Residence. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: SKARITZ Hotel & Residence

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre SKARITZ Hotel & Residence.

— Adam","Subject: SKARITZ Hotel & Residence: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre SKARITZ Hotel & Residence (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Hotel 21,https://www.google.com/maps/place/Hotel+21/data=!4m10!3m9!1s0x476c8ed92b9cb57f:0xbecff1e45316b4dc!5m2!4m1!1i2!8m2!3d48.167616!4d17.1637661!16s%2Fg%2F1tl0w3zv!19sChIJf7WcK9mObEcR3LQWU-Txz74,http://www.hotel21trnavka.sk/,3.9,528.0,"Nerudova 8, 821 04 Bratislava, Slovakia",+421 2/482 520 00,office@hotel21trnavka.sk,Hotel 21,Bratislava,"Všimol som si Hotel 21 v Bratislava – máte hodnotenie 3.9 (528 recenzií), pekný signál, že máte dobrý servis.",Hotel 21: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Hotel 21,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Hotel 21 v Bratislava – máte hodnotenie 3.9 (528 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Hotel 21. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Hotel 21

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Hotel 21.

— Adam","Subject: Hotel 21: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Hotel 21 (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Downtown Bratislava Hotel,https://www.google.com/maps/place/Downtown+Bratislava+Hotel/data=!4m10!3m9!1s0x476c895ba3f9b365:0xb298a884949a7916!5m2!4m1!1i2!8m2!3d48.1481846!4d17.1061486!16s%2Fg%2F1th275v6!19sChIJZbP5o1uJbEcRFnmalISomLI,https://myhotel.sk/sk/downtown-bratislava,4.1,554.0,"Panenská 680/31, 811 03 Bratislava, Slovakia",+421 902 072 942,downtown@senger.sk,Downtown Bratislava Hotel,Bratislava,"Všimol som si Downtown Bratislava Hotel v Bratislava – máte hodnotenie 4.1 (554 recenzií), pekný signál, že máte dobrý servis.",Downtown Bratislava Hotel: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Downtown Bratislava Hotel,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Downtown Bratislava Hotel v Bratislava – máte hodnotenie 4.1 (554 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Downtown Bratislava Hotel. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Downtown Bratislava Hotel

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Downtown Bratislava Hotel.

— Adam","Subject: Downtown Bratislava Hotel: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Downtown Bratislava Hotel (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Hotel ANTARES,https://www.google.com/maps/place/Hotel+ANTARES/data=!4m7!3m6!1s0x476c8be27afe4611:0xd8728ee0a2ecfa21!8m2!3d48.1501576!4d17.0962067!16s%2Fg%2F1w_vm1v2!19sChIJEUb-euKLbEcRIfrsouCOctg,http://www.hotelantares.sk/,4.4,562.0,"Šulekova 1181/15, 811 03 Bratislava, Slovakia",+421 910 785 020,,Hotel ANTARES,Bratislava,"Všimol som si Hotel ANTARES v Bratislava – máte hodnotenie 4.4 (562 recenzií), pekný signál, že máte dobrý servis.",Hotel ANTARES: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Hotel ANTARES,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Hotel ANTARES v Bratislava – máte hodnotenie 4.4 (562 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Hotel ANTARES. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Hotel ANTARES

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Hotel ANTARES.

— Adam","Subject: Hotel ANTARES: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Hotel ANTARES (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Hotel Avance,https://www.google.com/maps/place/Hotel+Avance/data=!4m10!3m9!1s0x476c894275e13235:0x5440e6cc39a33ebc!5m2!4m1!1i2!8m2!3d48.140826!4d17.110889!16s%2Fg%2F1tfslsh6!19sChIJNTLhdUKJbEcRvD6jOczmQFQ,http://www.hotelavance.com/,4.6,580.0,"Medená 7426, 811 02 Bratislava, Slovakia",+421 2/592 084 00,dpo@hotelavance.sk,Hotel Avance,Bratislava,"Všimol som si Hotel Avance v Bratislava – máte hodnotenie 4.6 (580 recenzií), pekný signál, že máte dobrý servis.",Hotel Avance: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Hotel Avance,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Hotel Avance v Bratislava – máte hodnotenie 4.6 (580 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Hotel Avance. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Hotel Avance

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Hotel Avance.

— Adam","Subject: Hotel Avance: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Hotel Avance (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Max Inn Hotel,https://www.google.com/maps/place/Max+Inn+Hotel/data=!4m10!3m9!1s0x476c8c0a8e37cfc3:0xe991d0af0bfaafc0!5m2!4m1!1i2!8m2!3d48.1666014!4d17.0807982!16s%2Fg%2F1tj1l9fd!19sChIJw883jgqMbEcRwK_6C6_Qkek,http://www.maxinn.sk/,4.5,583.0,"Pri Suchom mlyne 7, 811 04 Bratislava, Slovakia",+421 905 120 120,recepcia@maxinn.sk,Max Inn Hotel,Bratislava,"Všimol som si Max Inn Hotel v Bratislava – máte hodnotenie 4.5 (583 recenzií), pekný signál, že máte dobrý servis.",Max Inn Hotel: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Max Inn Hotel,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Max Inn Hotel v Bratislava – máte hodnotenie 4.5 (583 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Max Inn Hotel. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Max Inn Hotel

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Max Inn Hotel.

— Adam","Subject: Max Inn Hotel: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Max Inn Hotel (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
City Center Best Place Apartments,https://www.google.com/maps/place/City+Center+Best+Place+Apartments/data=!4m7!3m6!1s0x476c894b67f6973f:0x2dae1dc792ff0754!8m2!3d48.1440939!4d17.113228!16s%2Fg%2F11g1gq5dmq!19sChIJP5f2Z0uJbEcRVAf_kscdri0,http://www.bestplace.city/,4.3,584.0,"Námestie SNP 477/18 1, 811 06 Bratislava, Slovakia",+421 905 111 123,reception@bestplace.city,City Center Best Place Apartments,Bratislava,"Všimol som si City Center Best Place Apartments v Bratislava – máte hodnotenie 4.3 (584 recenzií), pekný signál, že máte dobrý servis.",City Center Best Place Apartments: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v City Center Best Place Apartments,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si City Center Best Place Apartments v Bratislava – máte hodnotenie 4.3 (584 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre City Center Best Place Apartments. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: City Center Best Place Apartments

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre City Center Best Place Apartments.

— Adam","Subject: City Center Best Place Apartments: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre City Center Best Place Apartments (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Mamaison Residence Sulekova Bratislava,https://www.google.com/maps/place/Mamaison+Residence+Sulekova+Bratislava/data=!4m10!3m9!1s0x476c895930c0d783:0xe8f75770bb8dbac4!5m2!4m1!1i2!8m2!3d48.1495142!4d17.0975827!16s%2Fg%2F1tdk3zlc!19sChIJg9fAMFmJbEcRxLqNu3BX9-g,https://www.mamaisonsulekova.com/,4.3,587.0,"Šulekova 1172/20, 811 06 Bratislava I, Slovakia",+421 2/591 002 00,reservations.sulekova@mamaison.com,Mamaison Residence Sulekova Bratislava,Bratislava,"Všimol som si Mamaison Residence Sulekova Bratislava v Bratislava – máte hodnotenie 4.3 (587 recenzií), pekný signál, že máte dobrý servis.",Mamaison Residence Sulekova Bratislava: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Mamaison Residence Sulekova Bratislava,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Mamaison Residence Sulekova Bratislava v Bratislava – máte hodnotenie 4.3 (587 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Mamaison Residence Sulekova Bratislava. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Mamaison Residence Sulekova Bratislava

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Mamaison Residence Sulekova Bratislava.

— Adam","Subject: Mamaison Residence Sulekova Bratislava: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Mamaison Residence Sulekova Bratislava (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Centrum Salvator,https://www.google.com/maps/place/Centrum+Salvator/data=!4m10!3m9!1s0x476c8940c7dd0fc5:0x955e4d0642b1c004!5m2!4m1!1i2!8m2!3d48.1437109!4d17.1200327!16s%2Fg%2F11c0rhn_5c!19sChIJxQ_dx0CJbEcRBMCxQgZNXpU,http://www.centrumsalvator.sk/,4.6,597.0,"Jakubovo námestie 5/2557, 811 09 Bratislava, Slovakia",+421 950 507 258,info@centrumsalvator.sk,Centrum Salvator,Bratislava,"Všimol som si Centrum Salvator v Bratislava – máte hodnotenie 4.6 (597 recenzií), pekný signál, že máte dobrý servis.",Centrum Salvator: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Centrum Salvator,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Centrum Salvator v Bratislava – máte hodnotenie 4.6 (597 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Centrum Salvator. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Centrum Salvator

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Centrum Salvator.

— Adam","Subject: Centrum Salvator: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Centrum Salvator (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Hotel Blue Bratislava,https://www.google.com/maps/place/Hotel+Blue+Bratislava/data=!4m10!3m9!1s0x476c8eb91bdbe0d5:0xab135fd10cf1a062!5m2!4m1!1i2!8m2!3d48.1714151!4d17.1348774!16s%2Fg%2F1hd__mq17!19sChIJ1eDbG7mObEcRYqDxDNFfE6s,http://www.hotelblue.sk/,4.2,638.0,"Riazanská 38, 831 03 Bratislava, Slovakia",+421 907 971 016,,Hotel Blue Bratislava,Bratislava,"Všimol som si Hotel Blue Bratislava v Bratislava – máte hodnotenie 4.2 (638 recenzií), pekný signál, že máte dobrý servis.",Hotel Blue Bratislava: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Hotel Blue Bratislava,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Hotel Blue Bratislava v Bratislava – máte hodnotenie 4.2 (638 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Hotel Blue Bratislava. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Hotel Blue Bratislava

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Hotel Blue Bratislava.

— Adam","Subject: Hotel Blue Bratislava: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Hotel Blue Bratislava (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Penzión Hviezda,https://www.google.com/maps/place/Penzi%C3%B3n+Hviezda/data=!4m10!3m9!1s0x476c861a23117103:0x48f60514e4f9429!5m2!4m1!1i2!8m2!3d48.130575!4d17.213938!16s%2Fg%2F1260rjypd!19sChIJA3ERIxqGbEcRKZRPTlFgjwQ,http://ubytovaniehviezda.sk/,4.2,651.0,"Hviezdna 9238/64, 821 06 Bratislava, Slovakia",+421 902 817 666,info@ubytovaniehviezda.sk,Penzión Hviezda,Bratislava,"Všimol som si Penzión Hviezda v Bratislava – máte hodnotenie 4.2 (651 recenzií), pekný signál, že máte dobrý servis.",Penzión Hviezda: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Penzión Hviezda,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Penzión Hviezda v Bratislava – máte hodnotenie 4.2 (651 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Penzión Hviezda. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Penzión Hviezda

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Penzión Hviezda.

— Adam","Subject: Penzión Hviezda: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Penzión Hviezda (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Aviator Garni Hotel Bratislava,https://www.google.com/maps/place/Aviator+Garni+Hotel+Bratislava/data=!4m10!3m9!1s0x476c8f183f8822df:0xcb0f96f19b5e0126!5m2!4m1!1i2!8m2!3d48.1702863!4d17.1921698!16s%2Fg%2F11b6d2tp53!19sChIJ3yKIPxiPbEcRJgFem_GWD8s,http://aviatorhotel.sk/,4.1,737.0,"Ivanská cesta 69, 824 01 Ružinov, Slovakia",+421 2/442 503 12,reservation@aviatorhotel.sk,Aviator Garni Hotel Bratislava,Ružinov,"Všimol som si Aviator Garni Hotel Bratislava v Ružinov – máte hodnotenie 4.1 (737 recenzií), pekný signál, že máte dobrý servis.",Aviator Garni Hotel Bratislava: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Aviator Garni Hotel Bratislava,Ružinov: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Aviator Garni Hotel Bratislava v Ružinov – máte hodnotenie 4.1 (737 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Aviator Garni Hotel Bratislava. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Aviator Garni Hotel Bratislava

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Aviator Garni Hotel Bratislava.

— Adam","Subject: Aviator Garni Hotel Bratislava: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Aviator Garni Hotel Bratislava (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
