title,placeUrl,website,rating,reviewCount,address,phoneNumber,oslovenie,poznamka,email,owner_info,custom_insight,company,city,personal_opener,subject_1,subject_2,subject_3,email_1,followup_1,followup_2,segment
MDDr. Tomáš Szórád - DENTAL MEDICARE s. r. o.,https://www.google.com/maps/place/MDDr.+Tom%C3%A1%C5%A1+Sz%C3%B3r%C3%A1d+-+DENTAL+MEDICARE+s.+r.+o./data=!4m7!3m6!1s0x476c894e0cfcf103:0x9955f5b668f9f448!8m2!3d48.1545007!4d17.1158539!16s%2Fg%2F11g01_1m6j!19sChIJA_H8DE6JbEcRSPT5aLb1VZk,http://www.dentalmedicare.sk/,49,38,"Mýtna 2886/5, 811 07 Bratislava, Slovensko",+421 904 672 763,,,drszorad@gmail.com,,,MDDr. Tomáš Szórád - DENTAL MEDICARE s. r. o.,Bratislava,"Narazil som na MDDr. Tomáš Szórád - DENTAL MEDICARE s. r. o. v Bratislava – hodnotenie 49.0 (38 recenzií) naznačuje, že pacienti sú spokojní.","MDDr. Tomáš Szórád - DENTAL MEDICARE s. r. o.: menej telefonátov, viac času na výkon",AI recepcia pre MDDr. Tomáš Szórád - DENTAL MEDICARE s. r. o. – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na MDDr. Tomáš Szórád - DENTAL MEDICARE s. r. o. v Bratislava – hodnotenie 49.0 (38 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za MDDr. Tomáš Szórád - DENTAL MEDICARE s. r. o.. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: MDDr. Tomáš Szórád - DENTAL MEDICARE s. r. o.

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: MDDr. Tomáš Szórád - DENTAL MEDICARE s. r. o. – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre MDDr. Tomáš Szórád - DENTAL MEDICARE s. r. o.: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Alba Dental Clinic,https://www.google.com/maps/place/Alba+Dental+Clinic/data=!4m7!3m6!1s0x476c8ed163bc279f:0xccc3273ef0e03d2e!8m2!3d48.1477736!4d17.0997034!16s%2Fg%2F11bzx4ggyv!19sChIJnye8Y9GObEcRLj3g8D4nw8w,http://www.albadental.sk/,43,39,"AC Diplomat, Palisády 29/A, 811 06 Bratislava, Slovensko",+421 918 814 542,,,info@albadental.sk,MUDr. Petra Borecová,,Alba Dental Clinic,Bratislava,"Narazil som na Alba Dental Clinic v Bratislava – hodnotenie 43.0 (39 recenzií) naznačuje, že pacienti sú spokojní.","Alba Dental Clinic: menej telefonátov, viac času na výkon",AI recepcia pre Alba Dental Clinic – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň Petra,
Narazil som na Alba Dental Clinic v Bratislava – hodnotenie 43.0 (39 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Alba Dental Clinic. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Alba Dental Clinic

Dobrý deň Petra,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Alba Dental Clinic – mini ukážka bez záväzku

Dobrý deň Petra,
viem spraviť 30‑sekundovú ukážku presne pre Alba Dental Clinic: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Stomatológia Breza,https://www.google.com/maps/place/Stomatol%C3%B3gia+Breza/data=!4m7!3m6!1s0x476c890f9300f151:0x99a188f54a008fba!8m2!3d48.1589821!4d17.1204397!16s%2Fg%2F11yckw5wxk!19sChIJUfEAkw-JbEcRuo8ASvWIoZk,,50,41,"Račianske mýto 1, 831 02 Bratislava, Slovensko",+421 903 288 500,,,,,,Stomatológia Breza,Bratislava,"Narazil som na Stomatológia Breza v Bratislava – hodnotenie 50.0 (41 recenzií) naznačuje, že pacienti sú spokojní.","Stomatológia Breza: menej telefonátov, viac času na výkon",AI recepcia pre Stomatológia Breza – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Stomatológia Breza v Bratislava – hodnotenie 50.0 (41 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Stomatológia Breza. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Stomatológia Breza

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Stomatológia Breza – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Stomatológia Breza: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Family Dental Care - Devínska Nová Ves,https://www.google.com/maps/place/Family+Dental+Care+-+Dev%C3%ADnska+Nov%C3%A1+Ves/data=!4m7!3m6!1s0x476cf3af38595a6d:0x2e2188551c540ac8!8m2!3d48.204338!4d16.9779033!16s%2Fg%2F11fhw25bfs!19sChIJbVpZOK_zbEcRyApUHFWIIS4,http://www.familydentalcare.sk/,47,42,"Pavla Horova 16, 841 07 Devínska Nová Ves, Slovensko",+421 910 431 313,,,office@familydentalcare.sk,,,Family Dental Care - Devínska Nová Ves,Devínska Nová Ves,"Narazil som na Family Dental Care - Devínska Nová Ves v Devínska Nová Ves – hodnotenie 47.0 (42 recenzií) naznačuje, že pacienti sú spokojní.","Family Dental Care - Devínska Nová Ves: menej telefonátov, viac času na výkon",AI recepcia pre Family Dental Care - Devínska Nová Ves – rýchla otázka,Devínska Nová Ves: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Family Dental Care - Devínska Nová Ves v Devínska Nová Ves – hodnotenie 47.0 (42 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Family Dental Care - Devínska Nová Ves. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Family Dental Care - Devínska Nová Ves

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Family Dental Care - Devínska Nová Ves – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Family Dental Care - Devínska Nová Ves: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Klostermann zubná klinika,https://www.google.com/maps/place/Klostermann+zubn%C3%A1+klinika/data=!4m7!3m6!1s0x476c85d4549acee3:0x632606789afd762!8m2!3d48.146127!4d17.1305149!16s%2Fg%2F1tg_kfgy!19sChIJ486aVNSFbEcRYteviWdgMgY,http://www.klostermann.sk/,45,43,"Nivy Tower, Mlynské nivy 5, 821 09 Ružinov, Slovensko",+421 917 950 507,,,ortodoncia@klostermann.sk,,,Klostermann zubná klinika,Ružinov,"Narazil som na Klostermann zubná klinika v Ružinov – hodnotenie 45.0 (43 recenzií) naznačuje, že pacienti sú spokojní.","Klostermann zubná klinika: menej telefonátov, viac času na výkon",AI recepcia pre Klostermann zubná klinika – rýchla otázka,Ružinov: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Klostermann zubná klinika v Ružinov – hodnotenie 45.0 (43 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Klostermann zubná klinika. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Klostermann zubná klinika

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Klostermann zubná klinika – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Klostermann zubná klinika: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Majdent Clinic,https://www.google.com/maps/place/Majdent+Clinic/data=!4m7!3m6!1s0x476c892a6da3bb01:0x48cb9628076f1541!8m2!3d48.1407094!4d17.1953208!16s%2Fg%2F11kbyd3fzc!19sChIJAbujbSqJbEcRQRVvByiWy0g,http://www.majdent.sk/,46,45,"Podunajská 23/H, 821 06 Bratislava, Slovensko",+421 948 166 778,,,info@majdent.sk,Dr. Natalia Orlova,,Majdent Clinic,Bratislava,"Narazil som na Majdent Clinic v Bratislava – hodnotenie 46.0 (45 recenzií) naznačuje, že pacienti sú spokojní.","Majdent Clinic: menej telefonátov, viac času na výkon",AI recepcia pre Majdent Clinic – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň Dr.,
Narazil som na Majdent Clinic v Bratislava – hodnotenie 46.0 (45 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Majdent Clinic. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Majdent Clinic

Dobrý deň Dr.,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Majdent Clinic – mini ukážka bez záväzku

Dobrý deň Dr.,
viem spraviť 30‑sekundovú ukážku presne pre Majdent Clinic: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
"Zay-Zub, spol. s.r.o. Stomatologicka ambulancia","https://www.google.com/maps/place/Zay-Zub,+spol.+s.r.o.+Stomatologicka+ambulancia/data=!4m7!3m6!1s0x476c892beb0ef161:0xfbe609ff0b453784!8m2!3d48.1512077!4d17.1492219!16s%2Fg%2F1tvm1kg9!19sChIJYfEO6yuJbEcRhDdFC_8J5vs",https://www.zay-zub.sk/,43,46,"Bajkalská 29 29/E, 821 01 Bratislava, Slovensko",+421 2/622 474 94,,,7494napis@zay-zub.sk,,,"Zay-Zub, spol. s.r.o. Stomatologicka ambulancia",Bratislava,"Narazil som na Zay-Zub, spol. s.r.o. Stomatologicka ambulancia v Bratislava – hodnotenie 43.0 (46 recenzií) naznačuje, že pacienti sú spokojní.","Zay-Zub, spol. s.r.o. Stomatologicka ambulancia: menej telefonátov, viac času na výkon","AI recepcia pre Zay-Zub, spol. s.r.o. Stomatologicka ambulancia – rýchla otázka",Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Zay-Zub, spol. s.r.o. Stomatologicka ambulancia v Bratislava – hodnotenie 43.0 (46 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Zay-Zub, spol. s.r.o. Stomatologicka ambulancia. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Zay-Zub, spol. s.r.o. Stomatologicka ambulancia

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Zay-Zub, spol. s.r.o. Stomatologicka ambulancia – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Zay-Zub, spol. s.r.o. Stomatologicka ambulancia: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
dental clinic DELTA med s.r.o.,https://www.google.com/maps/place/dental+clinic+DELTA+med+s.r.o./data=!4m7!3m6!1s0x476c8bed19c8b605:0x9d07dba601f933c7!8m2!3d48.1549479!4d17.073138!16s%2Fg%2F1tg9rh4l!19sChIJBbbIGe2LbEcRxzP5AabbB50,http://www.deltamed.sk/,49,46,"Staré Grunty 3305/7, 841 04 Karlova Ves, Slovensko",+421 2/456 906 98,,,recepcia@adamk180.sg-host.com.,,,dental clinic DELTA med s.r.o.,Karlova Ves,"Narazil som na dental clinic DELTA med s.r.o. v Karlova Ves – hodnotenie 49.0 (46 recenzií) naznačuje, že pacienti sú spokojní.","dental clinic DELTA med s.r.o.: menej telefonátov, viac času na výkon",AI recepcia pre dental clinic DELTA med s.r.o. – rýchla otázka,Karlova Ves: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na dental clinic DELTA med s.r.o. v Karlova Ves – hodnotenie 49.0 (46 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za dental clinic DELTA med s.r.o.. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: dental clinic DELTA med s.r.o.

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: dental clinic DELTA med s.r.o. – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre dental clinic DELTA med s.r.o.: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
ALFA DENT - Staré mesto,https://www.google.com/maps/place/ALFA+DENT+-+Star%C3%A9+mesto/data=!4m7!3m6!1s0x476c895a4e8ed3d3:0xf4d2c875cfbe1972!8m2!3d48.1494742!4d17.1062664!16s%2Fg%2F1tfphlvz!19sChIJ09OOTlqJbEcRchm-z3XI0vQ,http://www.alfadent.sk/,43,49,"Tolstého 3, 811 06 Bratislava, Slovensko",+421 948 334 445,,,alfa3dent@gmail.com,,,ALFA DENT - Staré mesto,Bratislava,"Narazil som na ALFA DENT - Staré mesto v Bratislava – hodnotenie 43.0 (49 recenzií) naznačuje, že pacienti sú spokojní.","ALFA DENT - Staré mesto: menej telefonátov, viac času na výkon",AI recepcia pre ALFA DENT - Staré mesto – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na ALFA DENT - Staré mesto v Bratislava – hodnotenie 43.0 (49 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za ALFA DENT - Staré mesto. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: ALFA DENT - Staré mesto

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: ALFA DENT - Staré mesto – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre ALFA DENT - Staré mesto: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
rovnezuby.sk | Ortodoncia Bratislava,https://www.google.com/maps/place/rovnezuby.sk+%7C+Ortodoncia+Bratislava/data=!4m7!3m6!1s0x476c8b7859d85e81:0x1377a2abfed1cec0!8m2!3d48.1633407!4d17.0441805!16s%2Fg%2F1tghnd5x!19sChIJgV7YWXiLbEcRwM7R_quidxM,https://www.rovnezuby.sk/,50,51,"Sološnícka 322/36, 841 04 Karlova Ves, Slovensko",+421 2/654 402 72,,,info@rovnezuby.sk,MUDr. Jana Cinzerová,,rovnezuby.sk | Ortodoncia Bratislava,Karlova Ves,"Narazil som na rovnezuby.sk | Ortodoncia Bratislava v Karlova Ves – hodnotenie 50.0 (51 recenzií) naznačuje, že pacienti sú spokojní.","rovnezuby.sk | Ortodoncia Bratislava: menej telefonátov, viac času na výkon",AI recepcia pre rovnezuby.sk | Ortodoncia Bratislava – rýchla otázka,Karlova Ves: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň Jana,
Narazil som na rovnezuby.sk | Ortodoncia Bratislava v Karlova Ves – hodnotenie 50.0 (51 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za rovnezuby.sk | Ortodoncia Bratislava. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: rovnezuby.sk | Ortodoncia Bratislava

Dobrý deň Jana,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: rovnezuby.sk | Ortodoncia Bratislava – mini ukážka bez záväzku

Dobrý deň Jana,
viem spraviť 30‑sekundovú ukážku presne pre rovnezuby.sk | Ortodoncia Bratislava: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Dentme by Dr. Andrea - Zubná ambulancia Bratislava,https://www.google.com/maps/place/Dentme+by+Dr.+Andrea+-+Zubn%C3%A1+ambulancia+Bratislava/data=!4m7!3m6!1s0x476c8924f247cff3:0x4d3c010b685789f8!8m2!3d48.157352!4d17.1196581!16s%2Fg%2F11sn2x_lnv!19sChIJ889H8iSJbEcR-IlXaAsBPE0,https://dentme.sk/?utm_source=google&utm_medium=gmb&utm_campaign=gmb,49,52,"Mýtna 50, 811 07 Bratislava, Slovensko",+421 918 341 249,,,recepcia@dentme.sk,MDDr. Andrea Pavlišinová,,Dentme by Dr. Andrea,Bratislava,"Narazil som na Dentme by Dr. Andrea v Bratislava – hodnotenie 49.0 (52 recenzií) naznačuje, že pacienti sú spokojní.","Dentme by Dr. Andrea: menej telefonátov, viac času na výkon",AI recepcia pre Dentme by Dr. Andrea – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň Andrea,
Narazil som na Dentme by Dr. Andrea v Bratislava – hodnotenie 49.0 (52 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Dentme by Dr. Andrea. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Dentme by Dr. Andrea

Dobrý deň Andrea,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Dentme by Dr. Andrea – mini ukážka bez záväzku

Dobrý deň Andrea,
viem spraviť 30‑sekundovú ukážku presne pre Dentme by Dr. Andrea: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
DENTLY Zubná klinika,https://www.google.com/maps/place/DENTLY+Zubn%C3%A1+klinika/data=!4m7!3m6!1s0x476c893ab2a8d6cd:0xfe2a08f39fe4b625!8m2!3d48.1451038!4d17.1262355!16s%2Fg%2F1tdwnx17!19sChIJzdaosjqJbEcRJbbkn_MIKv4,http://www.dently.sk/,46,53,"Továrenská 7938/14, 811 09 Bratislava, Slovensko",+421 903 245 663,,,dently@dently.sk,,,DENTLY Zubná klinika,Bratislava,"Narazil som na DENTLY Zubná klinika v Bratislava – hodnotenie 46.0 (53 recenzií) naznačuje, že pacienti sú spokojní.","DENTLY Zubná klinika: menej telefonátov, viac času na výkon",AI recepcia pre DENTLY Zubná klinika – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na DENTLY Zubná klinika v Bratislava – hodnotenie 46.0 (53 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za DENTLY Zubná klinika. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: DENTLY Zubná klinika

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: DENTLY Zubná klinika – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre DENTLY Zubná klinika: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Svet Úsmevu,https://www.google.com/maps/place/Svet+%C3%9Asmevu/data=!4m7!3m6!1s0x476c894baa61675b:0x88139481084c0e3!8m2!3d48.1562624!4d17.1260186!16s%2Fg%2F11kb1grtz_!19sChIJW2dhqkuJbEcR48CEEEg5gQg,https://www.svetusmevu.sk/,43,58,"Krížna 44, 821 08 Bratislava, Slovensko",+421 907 797 347,,,ambulancia@bolimazub.skordina,,,Svet Úsmevu,Bratislava,"Narazil som na Svet Úsmevu v Bratislava – hodnotenie 43.0 (58 recenzií) naznačuje, že pacienti sú spokojní.","Svet Úsmevu: menej telefonátov, viac času na výkon",AI recepcia pre Svet Úsmevu – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Svet Úsmevu v Bratislava – hodnotenie 43.0 (58 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Svet Úsmevu. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Svet Úsmevu

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Svet Úsmevu – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Svet Úsmevu: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
